Document,Topic,pos dataset 10K (starting from 0)
":classical_building::france: une nouvelle journée dynamique aujourd’hui à l’assemblée nationale, avec la présidence de la séance publique de ce matin et de cet après-midi. avant de continuer ce soir, à défendre l’agriculture française :sheaf_of_rice: lors de l’examen de la loa en commission . directan",Science,929
"à six mois des jeux olympiques, un collectif d’associations caritatives s’inquiète des répercussions de la compétition et des mesures de sécurité sur les personnes sans domicile fixe de la capitale.",Science,937
cette fronde contre le pacteenseignant qui permet aux profs de remplacer les collègues absents et de faire de l'aide aux devoirs contre rémunération est ridicule. ras-le-bol des partisans du moindre effort qui stigmatisent ceux qui ne partagent pas leur idéologie passéiste !,Science,946
"en cette journée mondiale de la sclérose en plaques, retrouvez l’article de notre délégué national en charge du handicap qui résume parfaitement les problèmes quotidiens que rencontrent malheureusement les personnes atteintes de cette maladie.",Science,993
la science nous tue via,Science,1019
"mais quelle honte !:right_arrow_curving_down: « comme l’a souhaité macron, le drapeau européen￼ flottera aux côtés du drapeau français et du drapeau olympique sur tous les sites de compétition des jo ainsi qu’au village des athlètes » annonce à l’instant là ministre des sports ! il faut toujours…",Science,1032
"licencié par l’éducation nationale : françois dubois dénonce une atteinte à la liberté d’opinion le licenciement de a été déclenché suite à un article paru dans libération, un journal qui a publié une tribune intitulée « pédophilie : où est",Science,1081
:bouquet::france: aujourd’hui à saintebazeille pour la cérémonie de passation de commandement du cis entre le lieutenant 1ère classe jérôme dallemans et l’adjudant-chef jean-françois machefé. l’occasion de rendre hommage aux pompiers disparus dans l’exercice de leurs missions.,Science,1088
papi pique et mémé coupe.,Science,1091
a tout à l’heure dès 8h10 pour lagrandeitw,Science,1125
"l'école n'est ni le lieu où l'on étale ses croyances (il est déjà difficile aux adultes de résister aux prosélytes, alors que dire des ados ou des enfants), ni le lieu où l'on montre ses fesses, ou son opulence. je suis donc pour le port de l'uniforme à l'école. vive le savoir.",Science,1170
"c'est une excellente mesure ! quand des élèves perturbent le travail de toute une classe et font vivre un enfer à leurs professeurs et à leurs camarades, il est normal qu'ils en subissent les conséquences. la culture de l'excuse et de l'impunité, ça va bien 5 minutes !",Science,1178
". a raison ! les élèves entrent au collège avec des connaissances et des compétences et quand ils en sortent, ils en ont souvent moins qu'au début. des élèves qui ne savent pas correctement lire et écrire en fin de 3e, c'est la norme !",Science,1188
"anne hidalgo en a ras-le-bol des ""peines à jouir"" qui se foutent de la gueule des jeux olympiques : la maire de paris défend l’événement avec ferveur, quitte à se transformer en nabilla.",Science,1212
"etat, science, nature : les lycéens ont passé le bac philo, avant les spécialités lire l'article :",Science,1222
"seine-saint-denis : inaugurée hier, la piscine olympique devait coûter moins de 70 millions, ce sera finalement 188. l'élysée vante un modèle ""plus sobre et moins coûteux"". sa capacité est trop petite pour accueillir de futurs mondiaux. le bâtiment p̵r̵e̵n̵d̵r̵a̵ ̵f̵e̵u̵ sera",Science,1283
"habiles artisans, nos ancêtres les gaulois excellaient dans le travail du bois. ils utilisèrent abondamment ce matériau naturel pour confectionner leurs maisons et toutes sortes d'objets : nous conservons les traces de ce passé dans notre langage",Science,1298
c’est la catinflation,Science,1317
"bertrand deckers, sur la première sortie de la princesse kate depuis 6 mois : «on l’a vu rayonnante et sublime. kate a joué la plus belle carte des windsor, celle du glamour», dans lamatinalewe",Science,1327
"kylian mbappé appelle à voter ""contre les extrêmes"" : ""y'en a marre des donneurs de leçons ! les sportifs ont un rapport avec les problèmes d'argent des petites gens bien plus éloigné que moi et le pape !"" lance robert ménard grandmatin",Science,1347
"nantes : le projet de grand musée jules-verne enrage les wokistes - par nantes julesverne jules verne, comme tant d'autres artistes, est à son tour ciblé par les attaques de la cancel culture.",Science,1387
educationnationale :magnifying_glass_tilted_left: la vérité sur la « mixité sociale » défendue par najat vallaud-belkacem.,Science,1395
:fallen_leaf: en immersion dans une palombière aujourd’hui à sos avec des chasseurs du lotetgaronne qui ont préparé cette saison de chasse aux migrateurs depuis mars dernier. fdc47,Science,1406
":axe::trophy: à saint-clément, j’assiste à la manche de qualification de 16 athlètes pour le championnat de france « timbersport ». tronçonneuses, scies doubles, haches… les as du bûcheronnage sportif s’affrontent lors de plusieurs épreuves. que le meilleur gagne !",Science,1421
"avec nos alliés de nous venons de déposer un recours au conseil d’état contre le retour du qrcode et le passjeux sous prétexte de jeux olympiques ! (cf communiqué :right_arrow_curving_down:) affreuse mesure liberticide qu’il ne faut pas laisser passer ! lisez ça ! :right_arrow: « s'agissant du qr code,…",Science,1452
"le co-fondateur de greenpeace, le dr patrick moore : « je suis fermement convaincu que l'avenir montrera que toute cette hystérie autour du changement climatique était une pure invention. »",Science,1500
je serai sur à 9h aujourd’hui hdpros,Science,1508
pisser dans la bouche d'une féministe et appeler ça de l'art l’art contemporain se résume majoritairement à une entreprise de destruction de la beauté. c’est accessoirement un média pour les activistes en mal de publicité. égalité et réconciliation,Science,1577
a votre avis manuel valls annonce sa candidature sous les couleurs du rn dans combien d heure ?,Science,1593
dieudo en live à 20h,Science,1649
"en réalité, il n’y a pas d’affaire stanislas mais une affaire mediapart ! la direction, les profs, les parents d’élèves, les élèves soutiennent le collège et parlent de caricature malveillante. l’affaire est donc l’affaire mediapart. à partir d’une boule puante lancée par cet",Science,1676
"nicole belloubet à l’education « nationale ? c’est le retour de l’extrême gauche à l’école ! c’est la victoire posthume de pap n’diaye . c’est la fin rapide du mythe, du mensonge de la « droitisation » du gouvernement. une fois pour toute : dans le macronisme, rien n’est bon !",Science,1686
"pour aller vers un système de santé assurant les mêmes chances à tous, il est essentiel que les états consacrent des budgets au financement de la recherche ! :microscope: fondationlejeune trisomie21 unitednations nationsunies downsyndromeinternational",Science,1730
"à partir de 12m56, andré pratte ! via",Science,1742
a69 : un crs prend feu après avoir été visé par un cocktail molotov envoyé par un activiste écolo-gauchiste des soulèvements de la terre.,Science,1754
environnement : des discussions autour de la création d'un giec de la pollution chimique sont en cours,Science,1768
une nouvelle trahison (en plus d’un caprice personnel) de macron pour qui la nation n’a plus aucun sens. imposer aux athlètes un autre drapeau que celui pour lequel ils concourent est absolument scandaleux et contraire à l’esprit de l’olympisme:france:,Science,1813
"votre médecin ne peut pas faire 10 pompes. et pourtant, vous continuez à leur faire confiance pour prendre soin de votre santé. voici 20 choses époustouflantes qu’ils ne veulent pas que vous sachiez sur le système de « soins aux malades » :",Science,1861
le ge d’avril du est disponible !!!,Science,1903
":military_medal: c’est avec une grande émotion que j’ai remis la médaille de l’assemblée nationale au club sportif de twirling sainte-eulalie/cézac, présidé par la très dynamique sophie charbonnet, pour leur excellent palmarès qui contribue au rayonnement de notre territoire.",Science,1944
"a tout à l’heure, dès 8h10 pour lagrandeitw",Science,1966
a tout à l’heure dès 8h10 pour lagrandeitw,Science,1985
"le climatologue du gouvernement britannique, bill mcguire, appelle à une pandémie mortelle pour sauver la planète : ce ""climatiste"" complètement taré dit-il tout haut ce que les milliardaires qui poussent le mensonge du ""réchauffement climatique"" pensent",Science,2086
le soleil se couche. une france se lève. puydufou,Science,2147
:classical_building::france: à la présidence de la séance de l’après-midi et de ce soir en hémicycle pour continuer d’étudier la seconde partie du plf2024. directan enseignementscolaire,Science,2152
"yvon manac’h (snpden) : ""les élèves qui n’ont pas trouvé de stage de seconde doivent être accueillis par les établissements... mais les épreuves de baccalauréat ont commencé ! on n'a pas de professeurs ! le ministère ne l'a pas compris !"" grandmatin",Science,2161
mélenchon à matignon ou le bal des tartuffes !,Science,2186
"pour , la photo diffusée par l'elysée lors de l'annonce de la dissolution ""l'horloge sur la photo rappelle qu'il est le maître du temps, que c'est lui qui décide seul et 'je vous emmerde tous !'""",Science,2211
:boar: les chasseurs du sud-ouest mettent crosse en l’air,Science,2269
vrai. la fatigue des laches.,Science,2273
"ah ah dix ans d'études pour se manger chaque jour des ""patients gratuits"" (ils ne sont ni l'un ni l'autre) lunatiques et agressifs option maladies disparues qui exigent des prescriptions à la carte, et ils n'en redemandent pas triple ration ?? vraiment c'est à n'y rien comprendre",Science,2293
"en hommage à marie-france garaud, une époque où les idées étaient portées longues et les cheveux attachés et coiffés. bref, on se tenait encore en public.",Science,2325
":france: très heureuse d’avoir échangé avec monsieur jean-pierre l’hopital, vice-président départemental de la fnaca. cette rencontre fut l’occasion de rappeler mon engagement pour maintenir vive la mémoire de nos ancienscombattants ainsi que d’aborder plusieurs problématiques comme…",Science,2346
"a tout de suite, 10h legrandrdv",Science,2407
"le retour du fils prodigue, par pompeo batoni, 1773 (kunsthistorisches museum - vienne, autriche)",Science,2549
des nouvelles sur l’université de l’epargne,Science,2551
il y a bien longtemps que ce n'est plus un « fait divers ». l'enseignante agressée à chemillé est une victime de plus de la violence endémique qui frappe l'école. les réponses existent : encore faut-il sortir enfin du « pas de vague ». soutien aux professeurs en première ligne !,Science,2576
"le miscanthus… on peut se chauffer avec en faire du béton des jeans du carton et même des coques de bateaux il repousse tout seul, dépollue les nitrates des eaux et fixe également l’azote gazeux dans sa rhizosphère, enrichissant les sols… son système racinaire beaucoup…",Science,2584
propagande en ecosse. l’idéologie du genre « profondément ancrée » dans les écoles du pays,Science,2596
"vu d'ici, ça ressemble à barbès tous les autres jours",Science,2660
disney veut remplacer johnny depp par elle dans pirates des caraïbes... franchement de loin ça passe :sports_medal:,Science,2713
"jo : derrière le parcours de la flamme, la haine de soi dans toute sa splendeur - par sarah-louise guille jo flammeolympique a force de creuser, nous allons finir par trouver du pétrole !",Science,2731
"la fondation organise une venteauxencheres, sans frais acheteur, le 4 mai 2023 à drouot. découvrez notre sélection de lots uniques : ne manquez pas cette occasion de soutenirlarecherche médicale sur les déficiences intellectuelles d'origine génétique.",Science,2751
"il y a 30 ans, le professeur jérômelejeune nous quittait. médecin et chercheur dévoué, il a consacré sa vie aux personnes atteintes de déficiences intellectuelles d’origine génétique. la fondationlejeune poursuit son œuvre : chercher, soigner et défendre.:flexed_biceps: trisomie21",Science,2798
:france: c’est avec beaucoup de reconnaissance et de respect que j’ai assisté à l’assemblée générale et au repas de l’association départementale des combattants prisonniers de guerre de gironde.,Science,2803
les amis je garde ce secret en moi depuis trop longtemps aujourd'hui... il faut que je vous dise la vérité sur ma véritable identité :folded_hands_medium-dark_skin_tone::sports_medal:,Science,2878
"attaque du fourgon dans l’eure : un mois après, où en est la traque des assaillants ?",Science,2909
"a tout à l’heure, dès 8h10 pour lagrandeitw",Science,2916
"[strictement personnel] incarville : l'envol de ""la mouche"" - par incarville mohamedamra l'évasion de la mouche est pleine de mystères, mais très révélatrice de l'état de notre société.",Science,2998
vivement la lutte contre le réchauffement climatique inscrite dans la constitution.,Science,3007
":blue_circle::white_circle: marseille est encore envahie par les poubelles parce que certains voudraient profiter de l'arrivée de la flamme olympique. c'est insupportable ! le préfet doit procéder aux réquisitions pour faire nettoyer, pas seulement autour du vieux-port mais aussi partout à marseille !",Science,3020
":france::classical_building: de retour à paris, je préside la séance publique de l’assemblée nationale où nous continuons l’examen de la ppl visant à réduire l’impact environnemental de l’industrie textile. directan",Science,3041
:herb: la représentation de la femme dans l’art européen par delà la contingence des époques qui se succèdent demeurent des permanences esthétiques qui nous rappellent ce que nous sommes. l’art européen porte un regard anthropologique sur la femme qui lui est propre. aucune autre…,Science,3043
"plusieurs responsables politiques ont dénoncé sur les réseaux sociaux le remplacement de la croix surplombant le dôme des invalides par une flèche, sur les affiches officielles des jeux olympiques.",Science,3063
"[point de vue] pour saluer l’arrivée de la flamme olympique, macron choisit… jul - par arnaud florac jo2024 jul le monde entier nous regarde et nous lui offrons un rappeur hilare... avant l’interprétation de piaf par nakamura.",Science,3080
ligue des champions: clap de fin pour toni kroos. l'international allemand jouera son dernier match avec madrid ce soir,Science,3083
rugby. on connait les quarts de finale d’united rugby championship (urc),Science,3147
"maladie d’alzheimer et trisomie 21 : l’espoir après 40 ans, la prévalence de la maladie d’alzheimer chez les personnes avec une trisomie 21 augmente. &gt; a lire sur trisomie21 alzheime",Science,3148
sublime ! bravo aux artisans. leur travail est inscrit dans l’histoire. notredame europe,Science,3175
"françois : ""c'est un sport national en france que de considérer que c'est toujours de la faute des autres""",Science,3200
dumbéa (nouvelle-calédonie) : un homme grièvement blessé après avoir ouvert le feu sur le gign,Science,3214
:france::classical_building: avec monsieur maurin à l’occasion de sa visite de l’assemblée nationale aujourd’hui. c’est toujours un plaisir de rencontrer un lot-et-garonnais dans les couloirs du palais bourbon. lotetgaronne,Science,3261
"une drag-queen portera la flamme olympique. quel est le rapport ? être drag-queen serait une performance sportive ? le transformisme, une épreuve olympique ? quelle légitimité ? ras-le-bol de cette compétition à la transgression et à la déconstruction qui installent le chaos.",Science,3264
a tout à l’heure dès 8h10 pour lagrandeitw,Science,3274
football : kylian mbappé signe officiellement au real madrid,Science,3287
des nouvelles de nos grands athlètes porteurs de la flamme olympique. en attendant jamel debbouze et charlotte gainsbourg,Science,3323
"euro 2024, rugby, tennis … les brèves sport du jdd",Science,3383
"notre-dame de paris est une allégorie française. 15 avril 2019 : une arche en feu, une foule immense incrédule. notredame brûle. les flammes grandissent et à 20h04, le coup de grâce : la flèche gracile de viollet-le-duc se couche doucement, comme une image au ralenti. c’est",Science,3394
la seule réalisation concrète de faux écologistes mais vrais gauchistes qui se désintéressent de la nature comme de la souffrance animale aura été d’augmenter le bilan carbone en sabotant le nucléaire. si l’imposture avait un nom elle s’appellerait caron .,Science,3423
"quelle fierté d'accueillir la flamme olympique à marseille ! mais, une fois la fête terminée, les problèmes (insécurité, drogue, saleté, pauvreté...) demeureront. alors, réjouissons-nous ce soir, mais retroussons-nous les manches dès demain pour relever notre ville.",Science,3464
"toute cette polémique autour d'amélie oudéa-castéra est ridicule. personnellement, je n'en n'ai rien à cirer ! les réformes en cours à l'école m'intéressent beaucoup plus que les états d'âme d'une gauche qui fait semblant d'avoir été blessée et choquée. next !",Science,3489
crs casqués au salon de l'agriculture ! macron récolte sa tempête. touchepasamonpaysan,Science,3494
":basketball: à beaupuy pour échanger avec jean-françois kicin, président du bbm sur l’avancée des travaux de la nouvelle salle multi-activités qui accueillera, dès le 6 avril prochain, jusqu’à 800 personnes lors des après-matchs et des soirée partenaires du club. :man_bouncing_ball:",Science,3542
"la collégienne rouée de coup hier a été jetée dans la fosse aux lions. mais il faut dire que le collège ressemble de plus en plus à une jungle. ce niveau d’ultra-violence n’existait pas il y a 30-40 ans. d’après vous, qu’est-ce qui explique ce changement? tout le monde sait.",Science,3610
":sun_with_face: vous l'avez peut être déjà remarqué, notre matinale est en vacances cette semaine. elle sera de retour dès le lundi 15 avril !",Science,3630
a tout de suite 10h legrandrdv,Science,3632
:classical_building::france: ce soir à la présidence de la séance publique de l’assemblée nationale avant d’accueillir demain la classe candidate au parlement des enfants de ma circonscription. hâte de montrer le palais bourbon aux petits lot-et-garonnais. directan,Science,3668
"énorme ! elon musk vient de tweeter cette vérité : « une trop grande partie du mouvement écologiste s’est transformée en un mouvement d’extinction humaine » ! derrière ce mouvement : davos ! les mondialistes ! tout ça, ce n’est pas la vraie écologie, mais l’escrologie…",Science,3678
":man_firefighter: aujourd'hui, nous honorons nos pompiers, ces véritables héros qui font preuve d'un courage inébranlable pour sauver des vies. merci pour votre dévouement sans limite ! :fire_engine: journéeinternationaledespompiers",Science,3690
pourquoi le féminisme n'existait pas avant?:sports_medal:,Science,3743
logement : les jo aggravent les difficultés des étudiants,Science,3764
"suite au fermetagueule , je propose que ça se règle en octogone. larcher est très lourd mais il manquera de technique et de cardio, tandis que mélenchon sera plus agile et vicieux, ce qui laisse présager un combat intéressant. octogone !!!",Science,3774
j'apprends l'existence de ce complot aujourd'hui :sports_medal:,Science,3810
rdv 8h10 pour lagrandeitw,Science,3878
"attention ! ouverture aujourd’hui du « registre numérique » sur lequel il faudrait s’inscrire pour obtenir son qrcode « jeux olympiques » et pouvoir se déplacer sur contrôle, même pour les riverains, en région parisienne ! boycott total de cette société de surveillance et de…",Science,3888
"bravo au club de foot du village de villiers le mahieu, qui a gagné le championnat de tous les clubs des yvelines après sa victoire en finale contre les clayes sous bois !",Science,3922
"quand un grand nombre de jeunes ne savent plus reconnaître une courgette, n’est-il pas temps de revoir la manière dont on leur enseigne l’écologie, s’interroge notre chroniqueuse gabrielle cluzel.",Science,3923
santé. exposition au soleil : attention aux idées reçues !,Science,3964
"dommage que chier sur les trottoirs ne soit pas une discipline olympique, le paris d'hidalgo aurait de bonnes chances de médaille.",Science,3969
"rugby. préparation de la saison de top 14, transferts, budget..les dernières actualités du rc vannes",Science,3986
"pourquoi disserter pendant 5 min, cher patrickcohen, quand tout peut être résumé en 36 secondes ?",Science,3988
c'est une excellente chose. les cadres castors doivent en être à leur dixième descente d'organes depuis lundi.,Science,3999
"pas mal la presse française, rien qu’aujourd’hui : d’abord un article dans pour dire que la psychologie évolutionniste n’a rien de scientifique (!), que est le fondateur de la discipline (!!!!!) et que je suis son disciple (!!), puis, dans",Science,4027
"la baisse du niveau en mathématiques signe le déclin de l’occident ""en union soviétique, beaucoup de choses allaient de travers, mais le système d’enseignement demeurait bon, ne serait-ce que parce qu’il avait été épargné par les réformes qui se sont succédé sans relâche en…",Science,4043
[satire à vue] sandrine rousseau en pâmoison devant la drag-queen olympique - par sandrinerousseau dragqueen ou comment semer le trouble dans les esprits sur la base d'une transphobie imaginaire.,Science,4086
":blue_circle::white_circle: parc de la mirabelle, dans le 12ème arrondissement de marseille, un bâtiment est laissé totalement à l'abandon... au risque de dégrader le parc autour de lui ! benoît payan doit agir pour faire place nette avant que ce parc ne devienne inutilisable par les marseillais.",Science,4111
":person_running::person_biking: heureux d’avoir été présent hier aux mini-olympiades de saint-julien-du-sault. bravo aux associations et clubs locaux qui animent la vie locale au quotidien. réélu député, le tissu associatif du nord de l’yonne pourra compter sur moi pour le soutenir et le valoriser !",Science,4113
"« je suis choqué par cette stigmatisation de l'enseignement privé. le goût de l'effort et du mérite, le dépassement de soi ou encore le respect des règles et de l'autorité, voilà des valeurs qui doivent davantage inspirer l'école publique. le meilleur pour tous les élèves, c'est",Science,4115
"[dans vos commentaires] « demain, qui se rappellera nemo ? » - par boulevard voltaire jo2024 eurovision eurovision, flamme olympique : d'impitoyables miroirs de ce qu'est devenue la société occidentale.",Science,4121
"on doit sauver les dauphins contre les pêcheurs, les loups contre les éleveurs, les ours contre les randonneurs, les bébés phoques contre les fourreurs, mais il faut de toute urgence constitutionnaliser le fait de tuer dans le ventre de sa propre mère le petit d’homme qui s'y…",Science,4144
c’est moscou aux grandes heures ...,Science,4154
"emission culture et identité, ce soir, sur la chaîne vive l'europe ! a partir de 21h.",Science,4177
":memo: se former à l' : retour d'expérience et si vous appreniez sur votre culture tout ce que l'éducation nationale a omis de vous dire ? :classical_building: entre quête de sens, redécouverte de notre héritage européen et camaraderie, margaux nous raconte sa formation à l'institut…",Science,4220
"le retour de flamme : un idéal olympique écologique et social porté par rafaël llodra le double champion de boxe thaï s'apprête à relever un nouveau défi sportif et solidaire. après avoir lancé les courses de la liberté, il prépare désormais le retour de",Science,4278
:red_circle: stage de seconde : les entreprises jouent-elles le jeu ? :bank: les stages de seconde obligatoires sont expérimentés pour la première fois cette année. comment encourager les entreprises à recevoir des étudiants ? :pencil: jules lesage,Science,4308
"allez, maintenant les 19 999 999 suivants.",Science,4400
là on est bien :sports_medal:,Science,4430
":red_circle:michel de rougemont: budget carbone, le coup de génie du diable :globe_showing_europe-africa:en plaçant la notion de budget carbone au cœur de leurs politiques, nos gouvernants ne font rien pour le climat mais tout pour créer une société de contrôle. :black_nib:michel de rougemont",Science,4464
crise majeure à l'association étudiante du cégep du vieux montréal.,Science,4486
"merveille de la civilisation minoenne — cueilleuse de safran, fresque, akrotiri, grèce, 1600-1500 av. j.-c.",Science,4487
flamme olympique à marseille : il y a le bon et le mauvais couteau ! retrouvez l'intégralité de l'émission sur youtube !,Science,4491
paris sportifs et risques d’addiction : l’autorité nationale des jeux lance une campagne de prévention avant l’euro de football,Science,4563
":microphone: « chers sapeurs-pompiers, nous savons pouvoir compter sur vous pour nous venir en aide, vous pouvez compter sur mon soutien et mon attention en tant qu’élue de la nation ». miramontdeguyenne pompiers :france:",Science,4566
":fire::fire::fire::fire: c’est parti. surtout surtout, vos questions remarques à toute l’équipe dans la section communauté. et très vite un live de q&amp;a",Science,4610
"« les élèves handicapés sont des perturbateurs ! » les propos terribles de nicole belloubet, ministre de l’éducation nationale : cette déclaration stigmatise ces élèves qui luttent déjà contre des difficultés personnelles et reflète une idéologie qui",Science,4617
un grand nombre d’enfants handicapés sans école faute de pouvoir trouver des classes adaptées. rappelons que l’école est obligatoire et qu’il s’agit d’un droit humain ! combien de milliards sont dilapidés dans le monde via l’ue pendant que nos propres enfants ne peuvent pas…,Science,4648
"[dans la série ""terrorisme d’état pour dominer la population grâce à un état de peur permanente""] john clauser, lauréat du prix nobel de physique 2022 : ""je peux affirmer en toute confiance qu'il n'y a aucune urgence climatique."" « même si cela peut contrarier de nombreuses…",Science,4661
"en campagne au marché de coulonges les herolles (vienne), éric zemmour a été visé par un jet de projectile en fin de matinée. l'agresseur a été immédiatement maîtrisé par les fdo et placé en garde à vue. zemmoureric reconquete",Science,4671
musée jules verne à nantes. les gauchistes woke dénoncent ce projet,Science,4712
:clapping_hands: bravo aux bleus pour cette âpre victoire lors du premier match de l’euro2024 ! :france: souhaitons que ce soit le début d’une nouvelle aventure palpitante ! allezlesbleus :trophy::soccer_ball:,Science,4736
a tout à l’heure dès 8h10 lagrandeitw,Science,4774
sciences po se couche et capitule lamentablement devant l’extrême-gauche. imaginez un instant la réaction de sciences po si les manifestants avaient été d’extrême-droite. vous pensez que la direction aurait « dialogué » ?,Science,4830
a tout à l’heure dès 8h10 pour lagrandeintw sur et,Science,4846
les chasseurs du sud-ouest mettent crosse en l’air,Science,4853
ah les hyènes !,Science,4858
"« toutes ces attaques de la gauche contre l'école stanislas n'est en fait qu'un procès contre l'élitisme, l'excellence et les valeurs catholiques. je suis désolé mais l'enseignement privé, c'est aussi la république ! il faut arrêter de stigmatiser ceux qui le font vivre!»",Science,4873
"« affaire » …et autres… la méthode dite « du double aveugle » serait la norme suprême en recherche médicale. quid du problème moral : administrer à la moitié des patients, qui espèrent un nouveau traitement, de la poudre de perlimpinpin. des cobayes, en somme ?",Science,4881
"de la fumée s’échappe du château de versailles, « opération très importante » des pompiers en cours",Science,4938
"peu avant la journée mondiale de la trisomie 21, le tribunal administratif de montreuil a annulé l’autorisation d’un essai clinique expérimentant le tri des embryons en éprouvette comportant un nombre anormal de chromosomes (dpi-a). en effet, cette pratique est profondément…",Science,5094
"face aux graves dérives à sciencespo, je réclame une enquête administrative et la remise en cause des subventions publiques. bonjourchezvous",Science,5114
"javier milei : après les rugissements, le lion passe à l'attaque",Science,5119
"un ancien joueur de l'équipe de france critique la position de kylian mbappé - par boulevard voltaire mbappé « c’est déplacé, ce n’est pas le moment, tu n’es pas là pour ça »",Science,5133
"corse : depuis le début de l'année, 14 plaintes déposées par des enseignants à la suite d'agressions",Science,5143
"nouvelle-calédonie ou jeux olympiques, il va falloir choisir ! - par arnaud florac nouvellecalédonie jo2024 pour les jo, il faut aussi des gendarmes.",Science,5144
a tout à l’heure dès 8h10 pour lagrandeitw,Science,5145
la chasse aux sorcières orchestrée par l’extrême-gauche finit par faire de une cible.,Science,5170
etats-unis : les images impressionnantes des premiers incendies en californie (vidéo),Science,5182
"attendez, c'est pas fini. valls revient demain à 8h20 pour renverser la table !",Science,5222
"paris2024 / quand la promenade de la flamme olympique arrivera à paris, devant le sacré-cœur, il y aura un ballet de drag-queens ! l’élégance française ? que cherchent à faire nos élites dirigeantes ? à nous couper de nos rêves, à nous couper de nos anciens, à nous couper de",Science,5246
en direct dans quelques minutes !,Science,5317
:soccer_ball: ligue des champions: clap de fin pour toni kroos... uclfinal,Science,5359
a tout à l’heure dès 8h10 pour lagrandeitw,Science,5382
"dès la rentrée prochaine, les classes de 6e et de 5e seront divisées en « groupes de besoins » en français et en mathématiques. une décision incohérente pour les enseignants, inquiets du manque de moyens et de la gestion d’emplois du temps détricotés.",Science,5442
"les adieux de nadal a roland garros. un immense joueur qui a gagné 14 fois le tournoi et a été une source d'inspiration pour de nombreux sportifs mais aussi des ados, des jeunes garçons qui à travers lui, ont appris les bénéfices de l'effort et du courage. il manquera au tennis",Science,5443
